"Ah, que chatice. Um momento por favor...","Oh, bother. One moment, please...","Menudo fastidio. Un momento, por favor..."
"Você está bem?","You okay?","¿Estás bien?"
"Bem! Estou bem! ...tudo certo, não, eu não estou.","Fine! Just fine! ...All right, no I'm not.","¡Sí! ¡Estupendamente! Bueno, la verdad es que no."
"Weiss...","Weiss...","Weiss..."
"Parece que algum idiota teimoso decidiu testar meus limites.","It seems some headstrong idiot has decided to push me beyond my limits.","Parece que algún mentecato obstinado ha decidido forzarme más allá de mis límites."
"Eu devia ter aceitado o trabalho como um de livro de receitas quando tive a chance.","I should have taken that job as a cookbook when I had the chance.","Debería haber aceptado ese trabajo como libro de cocina."
"Weiss, sinto muito. Desculpe. Eu...","Weiss, I'm sorry. I'm sorry. I...","Weiss, lo siento. Lo siento. Yo..."
"Só estava brincando. Eu odeio livros de receitas.","Only joking. I hate cookbooks.","Es una broma. Odio los libros de cocina."
"Mas...","But...","Pero..."
"Vamos lá, saia do caminho! Tenho uma tarefa final para cumprir.","Let's go, out of the way! I have one final task to fulfill.","¡Vamos, quita de en medio! Tengo una última tarea que cumplir."
"Onde você está indo?","Where are you going?","¿Adónde vas?"
"Oras, detê-lo, é claro.","Why, to stop him, of course.","A detenerlo, adónde si no."
"Huh!?","Huh!?","¡¿Eh?!"
"Mas depois disso, depende de você.","But after that, it's up to you.","Después de eso, es cosa tuya."
"Só você pode terminar essa batalha. Boa sorte... meu amigo.","Only you can see this battle to its conclusion. I wish you luck...my friend.","Solo tú puedes poner fin a esta batalla. Mucha suerte..., amigo mío."
"Você não pode!","You can't!","¡No puedes!"
"Eu jurei que sempre lutaria ao seu lado!","I swore I'd always fight by your side!","¡Juré que siempre lucharía a tu lado!"
"Bah! Você é um rapaz extremamente teimoso. Sabia disso?","Bah! You are an exceedingly stubborn lad. You know that, yes?","¡Bah! Eres un chico de lo más tozudo. Lo sabes, ¿verdad?"
"Talvez seja por isso que gostei tanto do tempo que passamos juntos.","Perhaps that's why I've so enjoyed our time together.","Quizá ese sea el motivo por el que he disfrutado tanto del tiempo que hemos pasado juntos."
"Mas temo que nossa jornada termine aqui.","But I fear this is where our journey ends.","Aunque me temo que aquí se acaba nuestro viaje."
"Weiss!","Weiss!","¡Weiss!"
"Ah, e lembra o que eu te disse sobre usar meu nome completo?","Oh, and remember what I told you about using my full name?","Ah, ¿y recuerdas qué te dije sobre usar mi nombre completo?"
"Urgh...","Urgh...","Eh..."
"Bem, esqueça. Eu gostei bastante de Weiss.","Well, forget it. I've grown rather fond of Weiss.","Pues olvídalo. Ahora me gusta más Weiss."
"...Weiss.","...Weiss.","Weiss..."
"Sabia que você mudaria de ideia.","I knew you'd come around.","Sabía que volverías."
"Não deixe isso subir à sua cabeça agora...","Don't let it go to your head now...","Que no se te suba a la cabeza..."